gene_id	bp_length	symbol
100422982	93	MIR4286
100422983	92	MIR4314
100422984	81	MIR4308
100422986	78	MIR3125
100422987	81	MIR3202-1
100422988	75	MIR3156-1
100422989	82	MIR3155A
100422990	74	MIR3134
100422991	89	MIR1260B
100422992	76	MIR3151
100422993	75	MIR3130-1
100422994	82	MIR4267
100422995	77	MIR3175
100422996	54	MIR4262
100422997	86	MIR4257
100422998	86	MIR3199-2
100422999	69	MIR4278
100423000	77	MIR3161
100423001	82	MIR3145
100423002	75	MIR3130-2
100423003	75	MIR3184
100423005	67	MIR4282
100423009	71	MIR4329
100423010	85	MIR3119-2
100423011	82	MIR3138
100423012	82	MIR3177
100423013	57	MIR4310
100423014	64	MIR3196
100423015	70	MIR4289
100423016	74	MIR3159
100423017	76	MIR3139
100423018	77	MIR3156-3
100423019	84	MIR4307
100423020	91	MIR4258
100423021	73	MIR4298
100423023	73	MIR3197
100423025	80	MIR3198-1
100423026	72	MIR4299
100423027	55	MIR4266
100423028	76	MIR4254
100423029	73	MIR3163
100423030	74	MIR3126
100423031	80	MIR4321
100423032	77	MIR3121
100423033	81	MIR3158-2
100423034	88	MIR3199-1
100423035	101	MIR4313
100423036	87	MIR2355
100423037	90	MIR3176
100423039	75	MIR3132
100423040	92	MIR3166
100423041	88	MIR4296
100423042	70	MIR4276
100423043	84	MIR4269
100423062	1061	IGLL5
10043	2831	TOM1
100431172	731	KLRF2
10044	4255	SH2D3C
10045	2443	SH2D3A
10046	5061	MAMLD1
100462953	2282	MINOS1P1
100462977	1555	MTRNR2L1
100462981	1036	MTRNR2L2
100462983	1383	MTRNR2L3
100463285	1231	MTRNR2L4
100463289	1738	MTRNR2L5
100463486	1290	MTRNR2L8
100463487	527	MTRNR2L9
100463488	1121	MTRNR2L10
10047	918	CST8
10048	3113	RANBP9
10049	7499	DNAJB6
100498859	791	LINC00881
100499171	3503	LINC00276
100499177	2308	THAP9-AS1
100499183	1711	BAALC-AS1
100499194	2316	LOC100499194
100499227	2667	USP2-AS1
100499405	2469	LINC00987
100499466	11193	LINC00674
100499467	2257	LINC00673
100499483	6143	CCDC180
100499484	3724	LOC100499484
100499489	2505	LOC100499489
1005	4166	CDH7
10050	4389	SLC17A4
100500773	1364	LOC100500773
100500801	99	MIR3659
100500802	62	MIR3685
100500803	89	MIR3919
100500804	56	MIR3654
100500805	79	MIR3607
100500807	70	MIR374C
100500808	93	MIR3917
100500809	100	MIR23C
100500810	79	MIR3620
100500811	85	MIR3621
100500812	60	MIR3677
100500813	84	MIR3646
100500814	92	MIR3616
100500816	66	MIR3649
100500817	87	MIR3612
100500818	98	MIR3945
100500819	80	MIR3609
100500821	111	MIR3910-1
100500822	106	MIR3937
100500823	86	MIR3920
100500824	60	MIR3650
100500825	100	MIR3660
100500826	119	MIR3909
100500827	86	MIR3614
100500828	83	MIR3619
100500829	100	MIR3943
100500830	97	MIR550B2
100500831	105	MIR3912
100500832	56	MIR3658
100500833	110	MIR3653
100500834	81	MIR3924
100500835	151	MIR3907
100500836	99	MIR3914-1
100500837	63	MIR3606
100500838	63	MIR3926-2
100500839	86	MIR3686
100500840	69	MIR3656
100500841	94	MIR3678
100500842	131	MIR3652
100500843	84	MIR3922
100500844	99	MIR3664
100500845	77	MIR642B
100500846	78	MIR3689A
100500847	87	MIR3615
100500849	94	MIR3916
100500850	84	MIR3682
100500851	93	MIR3918
100500853	100	MIR3605
100500854	88	MIR3671
100500855	45	MIR3713
100500856	97	MIR548Z
100500857	106	MIR3939
100500858	83	MIR3622A
100500859	85	MIR3921
100500860	88	MIR3618
100500861	105	MIR3665
100500862	360	MIR3648-1
100500863	97	MIR548AA1
100500864	55	MIR3929
100500865	110	MIR3936
100500866	103	MIR3941
100500867	74	MIR3684
100500868	100	MIR3913-2
100500869	82	MIR3672
100500870	73	MIR3926-1
100500871	95	MIR3622B
100500872	109	MIR3911
100500873	107	MIR3934
100500875	103	MIR3938
100500877	83	MIR3923
100500878	68	MIR3679
100500879	75	MIR3668
100500880	95	MIR3662
100500881	93	MIR3688-1
100500882	74	MIR3667
100500883	97	MIR550B1
100500884	72	MIR3681
100500885	77	MIR3925
100500886	82	MIR3683
100500887	67	MIR676
100500888	102	MIR3940
100500889	117	MIR3657
100500890	83	MIR3611
100500891	104	MIR3935
100500893	97	MIR3663
100500895	97	MIR548AA2
100500896	111	MIR3666
100500897	79	MIR3617
100500898	71	MIR3927
100500899	69	MIR3692
100500900	90	MIR3691
100500901	58	MIR3928
100500902	79	MIR3910-2
100500903	102	MIR3913-1
100500904	109	MIR3942
100500905	96	MIR3661
100500906	148	MIR3689B
100500907	86	MIR3150B
100500908	87	MIR3613
100500909	126	MIR3908
100500911	108	MIR3944
100500913	65	MIR3714
100500914	73	MIR3610
100500915	97	MIR3915
100500916	153	MIR3180-5
100500919	110	MIR548Y
100500920	95	MIR3914-2
100500938	799	CCDC179
100505385	5070	IQCJ-SCHIP1
100505474	2392	LINC01539
100505478	731	LOC100505478
100505483	791	PRKAG2-AS1
100505515	599	LOC100505515
100505518	2431	EDNRB-AS1
100505532	3485	LINC01301
100505536	1046	ISM1-AS1
100505538	3134	RBM26-AS1
100505540	689	SLIT1-AS1
100505545	1717	LINC01095
100505547	822	LINC01208
100505549	3464	LOC100505549
100505561	418	LINC00866
100505566	1222	LINC00578
100505576	3692	LINC00672
100505583	2958	LINC00838
100505591	878	LRRC3C
100505592	323	GAPLINC
100505601	337	PARD3-AS1
100505616	1053	SNHG21
100505619	1658	LINC00919
100505622	685	LOC100505622
100505624	841	GTF3C2-AS1
100505625	3364	LOC100505625
100505633	1138	LINC01133
100505636	3261	LINC01024
100505641	5148	FGD5-AS1
100505648	1135	RAD51-AS1
100505658	2477	LOC100505658
100505659	1503	LINC00967
100505663	838	LINC01370
100505666	1836	LOC100505666
100505676	4368	RRS1-AS1
100505678	5525	STARD4-AS1
100505679	498	UBE2Q2L
100505681	656	NAPA-AS1
100505683	636	LINC01431
100505687	1671	LINC00888
100505692	870	FTO-IT1
100505696	5575	SH3BP5-AS1
100505702	4286	LINC01094
100505715	2191	LOC100505715
100505716	2110	LOC100505716
100505718	2367	LINC01592
100505738	3244	MIR4458HG
100505746	2395	ITGB2-AS1
100505761	1592	RPARP-AS1
100505768	887	LINC01364
100505776	3103	LINC01541
100505783	1851	OSER1-AS1
100505795	1963	LOC100505795
100505806	1487	SNHG18
100505811	1219	HNCAT21
100505812	1963	CARD8-AS1
100505817	1176	LOC100505817
100505826	2116	STK4-AS1
100505835	1948	LINC01532
100505839	2023	SH3PXD2A-AS1
100505841	441	LOC100505841
100505845	803	ROPN1L-AS1
100505854	1978	APTR
100505865	912	LINC00920
100505869	1085	CFAP58-AS1
100505875	1575	LINC01088
100505876	3335	CEBPZOS
100505878	2094	LOC100505878
100505879	3071	KIF25-AS1
100505881	9308	MAGI2-AS3
100505887	485	LOC100505887
100505890	1294	SORCS3-AS1
100505893	601	SLIT2-IT1
100505894	1391	TMEM161B-AS1
100505912	886	LOC100505912
100505918	2442	LOC100505918
100505921	1170	LOC100505921
100505929	717	LINC01549
100505933	1402	ADD3-AS1
100505942	1109	LOC100505942
100505964	2650	LINC01304
100505967	3535	LINC00645
100505975	446	ENO1-AS1
100505978	863	LOC100505978
100505984	504	LOC100505984
100505989	3123	LINC01207
100505993	510	TMEM210
100505994	1009	LUCAT1
100506012	1241	PPP5D1
100506013	2603	APELA
100506022	2438	LOC100506022
100506023	5619	LOC100506023
100506025	2332	ISPD-AS1
100506033	2148	PTOV1-AS1
100506035	2054	LINC00989
100506046	694	GAS5-AS1
100506049	937	LRRC72
100506050	2893	LINC01005
100506054	1373	RNASEH1-AS1
100506060	1891	SMG1P7
100506068	1666	DACT3-AS1
100506070	1414	RBFADN
100506071	1991	LOC100506071
100506082	448	LOC100506082
100506083	1471	LOC100506083
100506085	4365	LOC100506085
100506100	576	LOC100506100
100506108	1169	SIX3-AS1
100506115	2010	LINC01272
100506122	1785	LOC100506122
100506124	1596	LOC100506124
100506125	554	LOC100506125
100506126	580	LINC00867
100506127	9274	LOC100506127
100506134	746	TTC21B-AS1
100506136	1577	LOC100506136
100506142	1518	LOC100506142
100506144	925	ZMYM6NB
100506159	979	LOC100506159
100506172	3670	LINC01568
100506178	2434	LOC100506178
100506188	1460	LOC100506188
100506190	3106	LINC00963
100506195	2746	LARGE-AS1
100506207	2868	LOC100506207
100506215	3943	PAXBP1-AS1
100506229	3158	LINC01093
100506233	673	RAB30-AS1
100506237	1775	NKX2-1-AS1
100506241	992	LL22NC01-81G9.3
100506243	850	KRBOX1
100506258	5293	LOC100506258
100506271	1964	LOC100506271
100506274	923	LOC100506274
100506281	861	LOC100506281
100506299	1573	ID2-AS1
100506305	1559	LINC00958
100506311	1044	HOTAIRM1
100506314	1743	LOC100506314
100506321	895	LOC100506321
100506325	2182	SP2-AS1
100506328	996	LINC01127
100506334	2567	LINC00649
100506343	2131	FAM212B-AS1
100506365	2171	OTUD6B-AS1
100506368	1209	LOC100506368
100506380	758	LINC01006
100506384	678	LOC100506384
100506385	3136	LINC01426
100506392	3018	SLC16A1-AS1
100506393	526	LOC100506393
100506394	1942	GAS6-AS2
100506403	622	LOC100506403
100506406	393	LOC100506406
100506409	2093	ELOVL2-AS1
100506412	1193	LINC00871
100506413	2511	DOCK4-AS1
100506421	2874	LINC01158
100506422	2320	LOC100506422
100506428	2126	CBR3-AS1
100506433	2886	LINC00648
100506436	1365	SPAG5-AS1
100506443	1347	ITPKB-IT1
100506451	2820	RASSF8-AS1
100506457	2777	MIR3681HG
100506462	926	SRD5A3-AS1
100506465	2222	LINC01234
100506469	1627	TMEM147-AS1
100506470	467	LOC100506470
100506472	3566	LOC100506472
100506474	1944	LOC100506474
100506475	1897	EGFLAM-AS2
100506476	984	LOC100506476
100506492	1769	DSCAM-AS1
100506495	4644	LIFR-AS1
100506497	3709	LOC100506497
100506499	2787	NA
100506516	715	LINC01176
100506526	1279	LOC100506526
100506527	2665	LINC01007
100506540	1632	SPTY2D1-AS1
100506542	439	LINC01082
100506548	3880	LOC100506548
100506551	4198	LOC100506551
100506555	1128	PVRL3-AS1
100506564	1466	THEGL
100506581	1161	C16orf95
100506585	4300	LOC100506585
100506599	2927	PPP1R26-AS1
100506603	1843	LOC100506603
100506606	2382	LOC100506606
100506621	5176	LINC01279
100506622	2552	LINC00540
100506627	8320	DCDC5
100506637	3468	PRKAR2A-AS1
100506639	1548	LOC100506639
100506649	763	PXN-AS1
100506650	835	C17orf112
100506655	2607	LCMT1-AS2
100506658	6631	OCLN
100506660	2031	DDX11-AS1
100506668	1897	NRAV
100506674	1395	BRCAT54
100506677	632	AA06
100506680	2234	SACS-AS1
100506682	957	LOC100506682
100506686	6683	IQCH-AS1
100506696	764	PCAT6
100506697	2087	LINC00327
100506700	637	LOC100506700
100506710	4375	EBLN3
100506713	2140	ALOX12-AS1
100506714	1518	NUP50-AS1
100506725	1173	LOC100506725
100506730	2490	LOC100506730
100506733	2216	FAM170B-AS1
100506736	2582	SLFN12L
100506742	1783	CASP12
100506746	1945	LOC100506746
100506747	1873	LOC100506747
100506755	794	MIR497HG
100506757	1333	LINC00629
100506759	1203	OR7E37P
100506765	1601	IGSF11-AS1
100506769	695	C10orf71-AS1
100506776	3516	TRG-AS1
100506779	2999	BZRAP1-AS1
100506783	692	HOXD-AS2
100506790	388	LOC100506790
100506795	2860	LINC01354
100506801	2574	LOC100506801
100506804	1297	LOC100506804
100506810	3793	LINC01132
100506826	758	MYLK-AS1
100506834	4388	GAS1RR
100506835	1974	LINC00840
100506840	967	IQCF4
100506858	444	LOC100506858
100506860	947	LOC100506860
100506866	6390	TTN-AS1
100506874	2798	LINC00933
100506888	1877	TCEB3CL2
100506895	2916	LOC100506895
100506898	640	MAGOH2P
100506907	933	CCDC37-AS1
100506915	893	CHRM3-AS2
100506930	2125	LINC00665
100506939	2253	PRKG1-AS1
100506963	1084	TCEB3-AS1
100506985	973	LOC100506985
100506990	5262	LOC100506990
100506994	2772	PTPRG-AS1
100507003	1557	GFY
100507008	659	LINC00844
100507027	549	MRLN
100507032	3497	TMCC1-AS1
100507034	4076	PITRM1-AS1
100507043	3197	TUNAR
100507050	2800	TPBGL
100507053	5154	LOC100507053
100507055	1006	LRCOL1
100507056	2795	CCAT1
100507057	951	MFI2-AS1
100507058	693	LINC00845
100507059	2598	LINC00703
100507062	2549	PSMD6-AS2
100507064	2190	TEX26-AS1
100507066	896	CLIP1-AS1
100507073	765	LOC100507073
100507086	1702	DLG1-AS1
100507091	2191	LOC100507091
100507096	654	GIMD1
100507098	2231	ADAMTS9-AS2
100507099	2373	FRY-AS1
100507117	2031	ASAP1-IT2
100507118	1528	PRC1-AS1
100507127	3070	LINC00707
100507135	777	SPG20-AS1
100507140	2050	LOC100507140
100507143	916	LINC00708
100507156	4374	LOC100507156
100507163	713	LINC00709
100507170	5175	CT47A12
100507171	4190	BOLA3-AS1
100507173	3194	LINC01012
100507175	1771	LOC100507175
100507178	4800	SLFNL1-AS1
100507194	1442	LOC100507194
100507201	843	LOC100507201
100507203	2514	SMLR1
100507205	479	LOC100507205
100507206	2259	LINC00943
100507217	2035	LINC01578
100507218	2177	RNF157-AS1
100507240	2079	VWA8-AS1
100507246	3625	SNHG16
100507250	1729	LOC100507250
100507254	1841	LINC01013
100507257	2640	MEG9
100507266	2478	STX18-AS1
100507267	1334	LINC01187
100507274	1321	LINC01210
100507283	2908	LOC100507283
100507290	4949	ZNF865
100507297	1434	TMEM44-AS1
100507299	2228	SMC5-AS1
100507300	1926	ALKBH3-AS1
100507308	4313	TARID
100507321	8336	ERVK13-1
100507334	1207	LOC100507334
100507341	793	SMIM18
100507346	1957	LOC100507346
100507347	1992	VIM-AS1
100507351	4229	LOC100507351
100507373	2887	LOC100507373
100507377	1240	LOC100507377
100507384	639	LOC100507384
100507387	3155	LOC100507387
100507389	1827	LOC100507389
100507391	3647	LOC100507391
100507392	1298	SENCR
100507398	787	INTS6-AS1
100507401	1540	LRP4-AS1
100507410	966	C1QTNF1-AS1
100507421	10557	TMEM178B
100507423	2445	MKNK1-AS1
100507424	877	LOC100507424
100507428	1685	LINC00458
100507433	3332	ZNF571-AS1
100507443	437	LOC100507443
100507458	1116	ZNF213-AS1
100507459	1394	NRSN2-AS1
100507462	2712	GVQW2
100507466	1477	DPH6-AS1
100507468	558	LOC100507468
100507470	2102	GRID1-AS1
100507472	2054	LOC100507472
100507475	491	IDH1-AS1
100507489	1903	LINC01277
100507495	2694	SDCBP2-AS1
100507500	2821	EGFR-AS1
100507501	2093	LINC01569
100507506	2277	LOC100507506
100507524	2598	ARHGEF26-AS1
100507527	1696	THEG5
100507528	548	LINC00613
100507533	2986	SOX21-AS1
100507534	1325	LOC100507534
100507537	795	LOC100507537
100507540	2078	LINC01504
100507557	4155	LOC100507557
100507564	1181	LOC100507564
100507567	1022	RAB11B-AS1
100507577	2549	LOC100507577
100507582	2717	BHLHE40-AS1
100507584	3194	LINC01016
100507588	1256	TGFBR3L
100507589	1233	NAGPA-AS1
100507600	1862	LOC100507600
100507602	1621	TRIM52-AS1
100507605	4014	LINC00837
100507607	1817	NPIPB9
100507608	483	KRTAP9-6
100507629	1639	LINC00658
100507632	2520	LINC00968
100507633	761	TNKS2-AS1
100507634	2048	LOC100507634
100507650	2436	RNF212B
100507661	742	LOC100507661
100507674	946	MARK2P9
100508046	2567	LOC100508046
100508120	3962	GMDS-AS1
100509894	3508	CPB2-AS1
10051	6473	SMC4
10052	8233	GJC1
100526664	8919	LY75-CD302
100526693	4678	ARPC4-TTLL3
100526694	2434	MSANTD3-TMEFF1
100526737	2530	RBM14-RBM4
100526739	2151	APITD1-CORT
100526740	5538	ATP5J2-PTCD1
100526760	1879	ABHD14A-ACY1
100526761	2650	CCDC169-SOHLH2
100526767	3373	RNF103-CHMP3
100526771	453	TMPRSS4-AS1
100526772	1523	TMEM110-MUSTN1
100526773	1862	EPPIN-WFDC6
100526783	6256	C15orf38-AP3S2
100526794	3332	NT5C1B-RDH14
100526820	886	CAHM
100526825	3185	INMT-FAM188B
100526831	8070	SLX1B-SULT1A4
100526832	4206	PHOSPHO2-KLHL23
100526833	4850	SEPT5-GP1BB
100526835	5319	FPGT-TNNI3K
100526836	3352	BLOC1S5-TXNDC5
100526837	2992	EEF1E1-BLOC1S5
100526842	2049	RPL17-C18orf32
100527943	1090	TGIF2-C20orf24
100527949	2262	GIMAP1-GIMAP5
100527950	2672	GJA9-MYCBP
100527960	6116	MROH7-TTC4
100527963	1001	PMF1-BGLAP
100527964	2657	LHX4-AS1
100527978	1650	TMEM56-RWDD3
100528007	2731	BORCS7-ASMT
100528016	6369	TMX2-CTNND1
100528017	850	SAA2-SAA4
100528018	2463	ARL2-SNX15
100528019	1527	HSPB2-C11orf52
100528021	2282	ST20-MTHFS
100528022	1924	BLOC1S1-RDH5
100528030	5495	POC1B-GALNT4
100528031	2434	FKBP1A-SDCBP2
100528032	2401	KLRC4-KLRK1
100528062	3940	ARMCX5-GPRASP2
100528064	1300	NEDD8-MDP1
100529063	2130	BCL2L2-PABPN1
100529067	1776	SERF2-C15ORF63
100529097	2659	RPL36A-HNRNPH2
100529145	3330	TEN1-CDK3
100529207	3904	RAD51L3-RFFL
100529209	2134	RNASEK-C17orf49
100529211	2597	TMEM256-PLSCR3
100529215	3252	ZNF559-ZNF177
100529239	2527	RPS10-NUDT3
100529240	2680	ZNF816-ZNF321P
100529241	4279	HSPE1-MOB4
100529251	890	CKLF-CMTM1
100529257	2027	SYNJ2BP-COX16
100529261	4392	CHURC1-FNTB
100529262	1810	MIA-RAB4B
100529264	2849	RAB4B-EGLN2
100529855	3415	ZNF625-ZNF20
10053	1757	AP1M2
100532724	2331	NPHP3-ACAD11
100532726	2436	NDUFC2-KCTD14
100532731	3388	COMMD3-BMI1
100532735	2112	INO80B-WBP1
100532736	2210	MINOS1-NBL1
100532742	2582	PIR-FIGF
100533105	4563	C8orf44-SGK3
100533106	1527	ZHX1-C8orf76
100533107	6898	RTEL1-TNFRSF6B
100533111	3199	ZNF670-ZNF695
100533178	854	PRORY
100533179	2972	UBE2F-SCLY
100533181	1234	FXYD6-FXYD2
100533182	957	SEC24B-AS1
100533183	2413	ZNF664-FAM101A
100533184	1916	ARHGAP19-SLIT1
100533195	3197	FAM24B-CUZD1
100533467	5143	BIVM-ERCC5
100533483	4838	DYX1C1-CCPG1
100533496	3173	TVP23C-CDRT4
100533952	1188	RBAK-RBAKDN
100533955	4303	SENP3-EIF4A1
100533970	6285	P2RX5-TAX1BP3
100533975	1027	SLMO2-ATP5E
100533990	1830	APOC4-APOC2
100533997	1873	MAGEA10-MAGEA5
100534012	1948	TNFAIP8L2-SCNM1
100534589	2110	HOXA10-HOXA9
100534592	838	URGCP-MRPS24
100534595	4015	HNRNPUL2-BSCL2
100534599	5068	ISY1-RAB43
100534611	1765	TM4SF19-TCTEX1D2
10054	3013	UBA2
10055	2776	SAE1
100551499	129	LINC00159
10056	3990	FARSB
10057	10564	ABCC5
10058	4480	ABCB6
10059	4654	DNM1L
1006	5868	CDH8
10060	11432	ABCC9
10061	4967	ABCF2
100616109	92	MIR4464
100616110	105	MIR2681
100616111	58	MIR4455
100616112	87	MIR4793
100616113	66	MIR4680
100616114	70	MIR4668
100616115	79	MIR4469
100616116	72	MIR4648
100616117	83	MIR4653
100616118	63	MIR4486
100616120	74	MIR4695
100616121	50	MIR1268B
100616122	69	MIR4523
100616124	80	MIR4647
100616125	70	MIR4731
100616126	76	MIR4686
100616127	86	MIR4448
100616128	75	MIR4679-1
100616129	70	MIR4445
100616130	87	MIR4526
100616131	74	MIR3689D1
100616132	67	MIR4728
100616133	74	MIR4699
100616134	73	MIR499B
100616136	49	MIR4430
100616137	64	MIR4501
100616138	84	MIR4787
100616139	90	MIR4741
100616141	73	MIR4428
100616142	75	MIR4458
100616143	92	MIR4763
100616144	83	MIR548AN
100616145	100	MIR1273G
100616146	60	MIR4534
100616147	77	MIR4769
100616148	80	MIR4760
100616149	77	MIR4512
100616150	76	MIR4720
100616151	71	MIR4480
100616152	73	MIR4804
100616154	54	MIR4466
100616155	61	MIR4536-1
100616156	99	MIR1273F
100616157	78	MIR4772
100616158	73	MIR4505
100616159	83	MIR4779
100616160	74	MIR4655
100616161	89	MIR4795
100616162	62	MIR4483
100616163	56	MIR4530
100616164	77	MIR4420
100616166	81	MIR4796
100616167	60	MIR4722
100616168	89	MIR4754
100616169	98	MIR378D2
100616170	74	MIR4739
100616172	84	MIR4719
100616173	86	MIR203B
100616174	78	MIR4643
100616175	79	MIR4633
100616176	66	MIR4708
100616177	77	MIR4419A
100616178	66	MIR4641
100616179	66	MIR4498
100616180	70	MIR4465
100616181	57	MIR4514
100616182	76	MIR4500
100616183	86	MIR4513
100616185	66	MIR371B
100616186	84	MIR4490
100616187	82	MIR4783
100616188	87	MIR3972
100616189	69	MIR4421
100616190	70	MIR548O2
100616191	72	MIR548AJ1
100616192	77	MIR4679-2
100616195	51	MIR4718
100616196	75	MIR4525
100616201	54	MIR378D1
100616202	54	MIR4634
100616204	72	MIR4729
100616205	75	MIR4704
100616206	78	MIR4652
100616207	80	MIR4439
100616208	79	MIR4782
100616209	74	MIR4461
100616210	81	MIR4737
100616211	72	MIR4709
100616212	66	MIR3689F
100616213	60	MIR4437
100616214	66	MIR4667
100616215	97	MIR548AL
100616216	71	MIR4797
100616217	63	MIR1254-2
100616219	77	MIR4765
100616220	47	MIR4736
100616221	67	MIR4662A
100616222	73	MIR4487
100616224	83	MIR4753
100616225	78	MIR4756
100616226	64	MIR4468
100616227	81	MIR4502
100616229	91	MIR4473
100616231	58	MIR4519
100616233	66	MIR4459
100616235	68	MIR4457
100616236	62	MIR4669
100616238	78	MIR3529
100616239	71	MIR4705
100616240	61	MIR4496
100616241	72	MIR4717
100616242	59	MIR4673
100616243	83	MIR4759
100616244	139	MIR3976
100616245	74	MIR4661
100616246	74	MIR4799
100616247	96	MIR151B
100616248	89	MIR4724
100616249	74	MIR4768
100616250	175	MIR3960
100616251	53	MIR1587
100616252	92	MIR548AJ2
100616253	75	MIR4762
100616254	76	MIR548AH
100616255	81	MIR4662B
100616256	89	MIR4721
100616257	70	MIR3975
100616258	86	MIR4516
100616259	76	MIR378I
100616260	76	MIR4663
100616261	92	MIR4504
100616262	63	MIR4701
100616264	70	MIR4527
100616265	81	MIR4433A
100616266	76	MIR4733
100616267	80	MIR4776-1
100616268	80	MIR4472-1
100616269	69	MIR4639
100616270	73	MIR4651
100616271	84	MIR4637
100616272	83	MIR4422
100616273	68	MIR451B
100616274	80	MIR4802
100616275	70	MIR4508
100616277	87	MIR4522
100616278	55	MIR4540
100616279	96	MIR3974
100616280	83	MIR4503
100616281	80	MIR4788
100616282	87	MIR4738
100616283	76	MIR4766
100616284	62	MIR4489
100616285	77	MIR4645
100616286	72	MIR4676
100616287	66	MIR4495
100616288	79	MIR4665
100616289	61	MIR4475
100616290	78	MIR4529
100616291	84	MIR4791
100616292	60	MIR4690
100616293	68	MIR4510
100616294	63	MIR4740
100616295	88	MIR4764
100616296	74	MIR4678
100616297	70	MIR3977
100616298	68	MIR4419B
100616299	65	MIR4450
100616300	56	MIR4710
100616301	87	MIR4674
100616302	100	MIR548X2
100616303	87	MIR3688-2
100616304	69	MIR4499
100616305	70	MIR548AE1
100616306	83	MIR378H
100616307	77	MIR4757
100616308	79	MIR4666A
100616309	67	MIR4472-2
100616311	107	MIR3973
100616312	86	MIR4478
100616313	61	MIR4749
100616314	56	MIR4750
100616315	76	MIR4781
100616316	69	MIR4524A
100616317	86	MIR4777
100616319	73	MIR4493
100616320	60	MIR4481
100616321	41	MIR378G
100616322	80	MIR4682
100616323	70	MIR4482
100616324	68	MIR1245B
100616325	86	MIR4460
100616326	80	MIR4636
100616327	83	MIR4484
100616328	86	MIR4424
100616329	74	MIR4700
100616330	66	MIR4491
100616332	84	MIR4716
100616333	72	MIR3689C
100616334	79	MIR4790
100616335	88	MIR219B
100616336	84	MIR548AB
100616337	54	MIR4747
100616338	75	MIR4794
100616339	67	MIR548AE2
100616340	71	MIR4758
100616342	68	MIR4638
100616344	80	MIR3689D2
100616346	64	MIR4649
